train_loss,val_loss,val_psnr,val_ssim,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.04273664109641686,0.02586292101070285,16.142842579602082,0.3107477529123425,1727445719,,False,1,b39b0_00011,2024-09-27_21-01-59,145.04234337806702,145.04234337806702,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,145.04234337806702,1
0.02414019618416205,0.021156384646892547,17.038459414303947,0.3625180584092935,1727445862,,False,2,b39b0_00011,2024-09-27_21-04-22,143.33088994026184,288.37323331832886,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,288.37323331832886,2
0.021053831197787077,0.01938773602247238,17.438411312243215,0.3930054894809922,1727446007,,False,3,b39b0_00011,2024-09-27_21-06-47,144.54891777038574,432.9221510887146,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,432.9221510887146,3
0.019463119922438637,0.018188573173247277,17.721201149641615,0.412381036773324,1727446150,,False,4,b39b0_00011,2024-09-27_21-09-10,142.7824788093567,575.7046298980713,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,575.7046298980713,4
0.01856294242432341,0.017215425092726947,17.969048743217353,0.4293535614460707,1727446300,,False,5,b39b0_00011,2024-09-27_21-11-40,149.8389036655426,725.5435335636139,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,725.5435335636139,5
0.017819511860143394,0.016655899165198208,18.11741196913836,0.440885455660522,1727446443,,False,6,b39b0_00011,2024-09-27_21-14-03,143.3217113018036,868.8652448654175,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,868.8652448654175,6
0.017262045594397934,0.016272943657822905,18.2402220583385,0.45190003524223965,1727446588,,False,7,b39b0_00011,2024-09-27_21-16-28,144.6189262866974,1013.4841711521149,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1013.4841711521149,7
0.01693109725601971,0.0160104845976457,18.302736947339092,0.45974874526510634,1727446731,,False,8,b39b0_00011,2024-09-27_21-18-51,143.5683662891388,1157.0525374412537,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1157.0525374412537,8
0.016596149198012427,0.015655518313869833,18.402553609226096,0.4669657524600625,1727446886,,False,9,b39b0_00011,2024-09-27_21-21-26,155.07568669319153,1312.1282241344452,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1312.1282241344452,9
0.01630625009187497,0.015492522148415446,18.45873584334977,0.47204413525511824,1727447033,,False,10,b39b0_00011,2024-09-27_21-23-53,147.00589609146118,1459.1341202259064,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1459.1341202259064,10
0.015976533201755957,0.0152070715976879,18.541287525224416,0.47734231706211966,1727447180,,False,11,b39b0_00011,2024-09-27_21-26-20,147.2754726409912,1606.4095928668976,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1606.4095928668976,11
0.015999490572139622,0.014904700205661356,18.617944613542914,0.48158470733215414,1727447326,,False,12,b39b0_00011,2024-09-27_21-28-46,145.7742509841919,1752.1838438510895,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1752.1838438510895,12
0.015704459748230874,0.014853660105727614,18.649693086156525,0.48638884372015795,1727447463,,False,13,b39b0_00011,2024-09-27_21-31-03,136.93688988685608,1889.1207337379456,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,1889.1207337379456,13
0.015513143377611414,0.014712378173135221,18.6858644802882,0.4900028595849872,1727447610,,False,14,b39b0_00011,2024-09-27_21-33-30,147.26443481445312,2036.3851685523987,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,2036.3851685523987,14
0.015440165819600225,0.014504276416264474,18.746575250891482,0.4935485209946831,1727447744,,False,15,b39b0_00011,2024-09-27_21-35-44,133.16155576705933,2169.546724319458,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,2169.546724319458,15
0.01534597740508616,0.014453850099816918,18.76454416366953,0.49572257433086636,1727447872,,False,16,b39b0_00011,2024-09-27_21-37-52,128.03033757209778,2297.577061891556,4097730,prism-2.apex.cmkl.ac.th,172.16.101.112,2297.577061891556,16
