train_loss,val_loss,val_psnr,val_ssim,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.018184788446252546,0.012028315881888072,19.5752924132228,0.5855706132526199,1726835721,,False,1,6b602_00001,2024-09-20_19-35-21,147.02205610275269,147.02205610275269,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,147.02205610275269,1
0.013479124291489522,0.01251655169079701,19.45269914775764,0.5985956757838528,1726835856,,False,2,6b602_00001,2024-09-20_19-37-36,134.480060338974,281.5021164417267,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,281.5021164417267,2
0.012006218730161588,0.01134787763406833,19.96525686524984,0.6161380066970984,1726835991,,False,3,6b602_00001,2024-09-20_19-39-51,135.39301586151123,416.8951323032379,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,416.8951323032379,3
0.011381278491268555,0.010230891377975544,20.383315512167204,0.6119020017472406,1726836126,,False,4,6b602_00001,2024-09-20_19-42-06,135.17714428901672,552.0722765922546,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,552.0722765922546,4
0.010734976769424975,0.012261907038589318,19.52335775184406,0.5912817593788108,1726836261,,False,5,6b602_00001,2024-09-20_19-44-21,134.4357032775879,686.5079798698425,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,686.5079798698425,5
0.01054928629907469,0.00999529838313659,20.35740812940247,0.6200334291507801,1726836397,,False,6,6b602_00001,2024-09-20_19-46-37,136.13969898223877,822.6476788520813,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,822.6476788520813,6
0.010125989620884259,0.009758383405705293,20.527091547090343,0.6303738390505313,1726836530,,False,7,6b602_00001,2024-09-20_19-48-50,133.61913323402405,956.2668120861053,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,956.2668120861053,7
0.00996862833139797,0.009447133818020424,20.663919855655553,0.6323408715178569,1726836665,,False,8,6b602_00001,2024-09-20_19-51-05,134.75175070762634,1091.0185627937317,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,1091.0185627937317,8
0.009736067625073095,0.010083684358745813,20.454006029167964,0.6304776882976294,1726836798,,False,9,6b602_00001,2024-09-20_19-53-18,133.1791009902954,1224.197663784027,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,1224.197663784027,9
0.009635007317798833,0.008833120007067919,20.951878652616852,0.6445392056504885,1726836931,,False,10,6b602_00001,2024-09-20_19-55-31,132.16782522201538,1356.3654890060425,170916,prism-2.apex.cmkl.ac.th,172.16.101.112,1356.3654890060425,10
