train_loss,val_loss,val_psnr,val_ssim,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.024569133308132603,0.01807796853206083,17.80230689843914,0.49241353925317527,1727513912,,False,1,b39b0_00029,2024-09-28_15-58-32,136.8563232421875,136.8563232421875,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,136.8563232421875,1
0.015224999844550214,0.013394247736330791,19.092286382115766,0.5428795850425958,1727514049,,False,2,b39b0_00029,2024-09-28_16-00-49,136.9724531173706,273.8287763595581,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,273.8287763595581,2
0.013090037733433754,0.01741647516114161,18.113510429666487,0.5301556657205025,1727514188,,False,3,b39b0_00029,2024-09-28_16-03-08,139.55787706375122,413.3866534233093,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,413.3866534233093,3
0.011609034634774595,0.010241520398968806,20.23206455764471,0.5802452118471265,1727514323,,False,4,b39b0_00029,2024-09-28_16-05-23,134.3253529071808,547.7120063304901,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,547.7120063304901,4
0.010815482999379374,0.011631368513264998,19.730449349364005,0.5778086039672296,1727514461,,False,5,b39b0_00029,2024-09-28_16-07-41,138.66319060325623,686.3751969337463,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,686.3751969337463,5
0.009976988346122113,0.012550573273992057,19.482456522733784,0.5763439654956262,1727514601,,False,6,b39b0_00029,2024-09-28_16-10-01,139.32702159881592,825.7022185325623,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,825.7022185325623,6
0.009705833042055134,0.009072262584962652,20.76717905092687,0.605688479475677,1727514735,,False,7,b39b0_00029,2024-09-28_16-12-15,134.7802472114563,960.4824657440186,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,960.4824657440186,7
0.009154368091387206,0.00858734703242712,21.08339712696164,0.6244202816287676,1727514872,,False,8,b39b0_00029,2024-09-28_16-14-32,136.48904991149902,1096.9715156555176,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1096.9715156555176,8
0.00896119886508507,0.008287405678710062,21.16766265733123,0.6238413782889645,1727515007,,False,9,b39b0_00029,2024-09-28_16-16-47,135.36515998840332,1232.336675643921,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1232.336675643921,9
0.008762560948767229,0.009529548624087744,20.660085855273504,0.6155730198646585,1727515149,,False,10,b39b0_00029,2024-09-28_16-19-09,141.41796851158142,1373.7546441555023,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1373.7546441555023,10
0.008637094566927484,0.008095474397939015,21.31817653235535,0.6316850399821997,1727515311,,False,11,b39b0_00029,2024-09-28_16-21-51,162.68317222595215,1536.4378163814545,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1536.4378163814545,11
0.008175777025202328,0.008500892721166659,21.061447250051387,0.6341837416688602,1727515467,,False,12,b39b0_00029,2024-09-28_16-24-27,155.75239872932434,1692.1902151107788,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1692.1902151107788,12
0.008119438308698657,0.010380075453058085,20.224335810933635,0.6285164865503708,1727515620,,False,13,b39b0_00029,2024-09-28_16-27-00,152.33995270729065,1844.5301678180695,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1844.5301678180695,13
0.007880542619013478,0.008149977288973171,21.32806992755302,0.6443593343148629,1727515772,,False,14,b39b0_00029,2024-09-28_16-29-32,152.5357449054718,1997.0659127235413,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,1997.0659127235413,14
0.0077489790112760725,0.0072460716711398995,21.709422163315615,0.6487210493882497,1727515926,,False,15,b39b0_00029,2024-09-28_16-32-06,153.9408736228943,2151.0067863464355,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,2151.0067863464355,15
0.0076375362239107574,0.007920949604997053,21.37387047984572,0.6479698731626073,1727516081,,False,16,b39b0_00029,2024-09-28_16-34-41,154.71762108802795,2305.7244074344635,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,2305.7244074344635,16
0.007543875302080195,0.007251544155999016,21.746185581057105,0.6590042676726977,1727516239,,False,17,b39b0_00029,2024-09-28_16-37-19,158.38417100906372,2464.108578443527,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,2464.108578443527,17
0.007325782859121754,0.00732011858357175,21.64350572691994,0.6557598679860432,1727516400,,False,18,b39b0_00029,2024-09-28_16-40-00,161.10067057609558,2625.209249019623,767169,prism-2.apex.cmkl.ac.th,172.16.101.112,2625.209249019623,18
